video_id,country,date,views,likes,comments,dislikes,shares,subscribersLost,subscribersGained,estimatedMinutesWatched,averageViewDuration,averageViewPercentage,annotationImpressions,annotationClicks,annotationClickThroughRate,cardImpressions,cardClicks,cardClickRate
ugiJOTH8pW0, PE,2021-09-05,10,0,0,0,0,0,0,4,26,4.14,0,0,0,0,0,0
ugiJOTH8pW0, PE,2021-10-27,10,0,0,0,0,0,0,28,168,25.85,0,0,0,0,0,0
ugiJOTH8pW0, PE,2021-11-22,10,0,0,0,0,0,0,19,116,17.9,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-21,10,0,0,0,0,0,0,9,56,5.88,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-10-03,10,0,0,0,0,0,0,20,121,12.64,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-03-25,10,0,0,0,0,0,0,6,38,9.52,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-03-26,10,0,0,0,0,0,0,4,29,7.1800000000000006,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-04-04,10,0,0,0,0,0,0,7,45,11.24,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-04-09,10,0,0,0,0,0,0,9,56,13.76,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-04-11,10,0,0,0,0,0,0,5,32,8.07,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-05-31,10,0,0,0,0,0,0,3,18,4.56,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-06-09,10,0,0,0,0,0,0,5,32,8.03,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-08-24,11,0,0,0,0,0,0,21,119,21.19,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-09-02,11,0,0,0,0,0,0,13,73,13.13,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-09-18,11,0,0,0,0,0,0,21,114,20.37,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-09-19,11,0,0,0,0,0,0,20,113,20.15,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-09-26,11,0,0,0,0,0,0,17,93,16.63,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-03,11,0,0,0,0,0,0,17,93,16.59,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-27,11,0,0,0,0,0,0,15,85,15.190000000000001,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-28,11,0,0,0,0,0,0,4,24,4.3,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-04,11,0,0,0,0,0,0,25,138,24.55,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-16,11,0,0,0,0,0,0,15,85,15.109999999999998,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-28,11,0,0,0,0,0,0,25,139,24.81,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-07-15,11,0,0,0,0,0,0,30,167,17.43,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-07-26,11,0,0,0,0,0,0,11,63,6.67,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-14,11,0,0,0,0,0,0,21,118,12.3,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-15,11,0,0,0,0,0,0,31,172,17.97,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-18,11,0,0,0,0,0,0,5,28,3.0,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-20,11,0,0,0,0,0,0,19,103,10.82,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-25,11,0,0,0,0,0,0,22,120,12.57,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-09-02,11,0,0,0,0,0,0,10,58,6.06,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-09-25,11,0,0,0,0,0,0,4,22,2.3,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-03-13,11,0,0,0,0,0,0,13,73,17.9,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-03-22,11,0,0,0,0,0,0,7,41,10.25,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-04-02,11,0,0,0,0,0,0,7,38,9.49,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-04-10,11,0,0,0,0,0,0,9,51,12.72,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-04-12,11,0,0,0,0,0,0,11,62,15.289999999999997,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-04-19,11,0,0,0,0,0,0,5,29,7.22,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-06-05,11,0,0,0,0,0,0,9,50,12.27,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-08-14,12,0,0,0,0,0,0,11,58,10.45,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-09-10,12,0,0,0,0,0,0,20,100,17.88,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-09-11,12,0,0,0,0,0,0,11,56,9.98,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-05,12,0,0,0,0,0,0,17,87,15.49,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-06,12,0,0,0,0,0,0,18,94,16.81,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-13,12,0,0,0,0,0,0,14,70,12.520000000000001,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-14,12,0,0,0,0,0,0,3,19,3.4799999999999995,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-18,12,0,0,0,0,0,0,14,72,12.85,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-29,12,0,0,0,0,0,0,8,42,7.64,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-10,12,0,0,0,0,0,0,11,55,9.77,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-18,12,0,0,0,0,0,0,16,80,14.219999999999999,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-23,12,0,0,0,0,0,0,23,119,21.2,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-29,12,0,0,0,0,0,0,4,24,4.38,0,0,0,0,0,0
57aOfb-ApkQ, PE,2022-04-02,12,0,0,0,0,0,0,6,31,5.56,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-07-23,12,0,0,0,0,0,0,8,44,4.62,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-10,12,0,0,0,0,0,0,19,96,10.09,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-12,12,0,0,0,0,0,0,6,32,3.44,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-19,12,0,0,0,0,0,0,10,53,5.61,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-10-02,12,0,0,0,0,0,0,9,49,5.11,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-04-01,12,0,0,0,0,0,0,26,131,32.19,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-04-08,12,0,0,0,0,0,0,12,62,15.22,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-04-17,12,0,0,0,0,0,0,8,44,10.93,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-04-23,12,0,0,0,0,0,0,11,56,13.86,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-05-21,12,0,0,0,0,0,0,13,66,16.21,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-02,13,0,0,0,0,0,0,7,34,6.21,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-05,13,0,0,0,0,0,0,11,55,9.82,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-15,13,0,0,0,0,0,0,8,40,7.23,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-24,13,0,0,0,0,0,0,30,138,24.67,0,0,0,0,0,0
ugiJOTH8pW0, PE,2021-10-29,13,0,0,0,0,0,0,11,54,8.36,0,0,0,0,0,0
ugiJOTH8pW0, PE,2021-11-06,13,0,0,0,0,0,0,40,185,28.57,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-07-05,13,0,0,0,0,0,0,6,28,2.99,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-09,13,0,0,0,0,0,0,16,74,7.7399999999999993,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-11,13,0,0,0,0,0,0,13,61,6.370000000000001,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-09-18,13,0,0,0,0,0,0,4,18,1.97,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-03-18,13,0,0,0,0,0,0,15,73,18.0,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-03-20,13,0,0,0,0,0,0,16,74,18.37,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-04-07,13,0,0,0,0,0,0,10,46,11.44,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-04-20,13,0,0,0,0,0,0,19,91,22.35,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-10,14,0,0,0,0,0,0,12,51,9.17,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-19,14,0,0,0,0,0,0,25,109,19.42,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-07-22,14,0,0,0,0,0,0,12,53,5.55,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-02,14,0,0,0,0,0,0,17,75,7.84,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-03,14,0,0,0,0,0,0,12,53,5.57,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-08,14,0,0,0,0,0,0,5,25,2.65,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-09-26,14,0,0,0,0,0,0,21,93,9.78,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-04-15,14,0,0,0,0,0,0,11,50,12.46,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-05-23,14,0,0,0,0,0,0,11,49,12.07,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-06-04,14,0,0,0,0,0,0,9,40,9.84,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-06-10,14,0,0,0,0,0,0,19,85,20.93,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-08-17,15,0,0,0,0,0,0,23,94,16.83,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-08-21,15,0,0,0,0,0,0,19,76,13.600000000000001,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-08-29,15,0,0,0,0,0,0,8,34,6.13,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-09-21,15,0,0,0,0,0,0,28,113,20.18,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-24,15,0,0,0,0,0,0,24,96,17.12,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-14,15,0,0,0,0,0,0,9,38,6.78,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-26,15,0,0,0,0,0,0,11,45,8.15,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-27,15,0,0,0,0,0,0,18,73,13.059999999999999,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-27,15,0,0,0,0,0,0,15,61,6.370000000000001,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-05-20,15,0,0,0,0,0,0,15,63,15.479999999999999,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-05-22,15,0,0,0,0,0,0,16,64,15.79,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-08-23,16,0,0,0,0,0,0,17,66,11.88,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-11,16,0,0,0,0,0,0,13,51,9.21,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-07-08,16,0,0,0,0,0,0,35,134,14.04,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-07-14,16,0,0,0,0,0,0,28,107,11.22,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-07-21,16,0,0,0,0,0,0,10,38,4.05,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-28,16,0,0,0,0,0,0,20,75,7.9,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-05-27,16,0,0,0,0,0,0,6,22,5.53,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-06-02,16,0,0,0,0,0,0,17,65,16.07,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-08-20,17,0,0,0,0,0,0,16,59,10.64,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-08-25,17,0,0,0,0,0,0,21,75,13.459999999999999,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-09-17,17,0,0,0,0,0,0,18,65,11.68,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-04,17,0,0,0,0,0,0,61,217,22.63,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-05,17,0,0,0,0,0,0,40,143,14.93,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-05-24,17,0,0,0,0,0,0,22,79,19.39,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-06-03,17,0,0,0,0,0,0,10,38,9.45,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-06-08,17,0,0,0,0,0,0,10,38,9.34,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-07,18,0,0,0,0,0,0,25,84,15.049999999999999,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-07,18,0,0,0,0,0,0,21,72,7.5600000000000005,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-08,19,0,0,0,0,0,0,31,100,17.79,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-07-20,20,0,0,0,0,0,0,17,53,5.59,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-08-06,20,0,0,0,0,0,0,9,28,2.97,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-06-01,20,0,0,0,0,0,0,30,90,22.15,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-05-26,21,0,0,0,0,0,0,12,37,9.08,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-07-16,22,0,0,0,0,0,0,22,60,6.27,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-07-18,22,0,0,0,0,0,0,43,117,12.27,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-07-19,22,0,0,0,0,0,0,31,84,8.84,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-05-19,22,0,0,0,0,0,0,25,69,17.05,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-08-27,23,0,0,0,0,0,0,26,69,12.42,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-10-09,23,0,0,0,0,0,0,37,98,17.55,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-05-25,23,0,0,0,0,0,0,32,85,20.94,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-05-28,23,0,0,0,0,0,0,16,43,10.6,0,0,0,0,0,0
57aOfb-ApkQ, PE,2021-11-22,26,0,0,0,0,0,0,57,133,23.72,0,0,0,0,0,0
MfYLNvVjqCc, PE,2021-07-17,26,0,0,0,0,0,0,45,104,10.88,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-05-30,26,0,0,0,0,0,0,24,56,13.889999999999999,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-06-07,27,0,0,0,0,0,0,12,28,6.99,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-05-29,30,0,0,0,0,0,0,34,69,17.0,0,0,0,0,0,0
vH1zCAwpg4M, PE,2022-06-11,33,0,0,0,0,0,0,25,46,11.5,0,0,0,0,0,0
DQvmA2RAcmc, US,nan,,,,,,,,,,,,,,,,
PboUgvlmUzA, US,nan,,,,,,,,,,,,,,,,
OWdoI99lWf0, US,nan,,,,,,,,,,,,,,,,
2PHrk5Z7Ejw, US,nan,,,,,,,,,,,,,,,,
 --R19y9CUYI, US,nan,,,,,,,,,,,,,,,,
2jvHTDU2-MA, US,nan,,,,,,,,,,,,,,,,
d1mUA8iH_x4, US,nan,,,,,,,,,,,,,,,,
 -ZlYrCqNuVU, US,nan,,,,,,,,,,,,,,,,
yQUNfBPn8bY, US,nan,,,,,,,,,,,,,,,,
etNYC5RndbQ, US,nan,,,,,,,,,,,,,,,,
1tOvl-vlOVA, US,nan,,,,,,,,,,,,,,,,
2Vi8-QbLqWY, US,nan,,,,,,,,,,,,,,,,
aA2RZWwq8aE, US,nan,,,,,,,,,,,,,,,,
n3jAzKX6IO8, US,nan,,,,,,,,,,,,,,,,
jpr5MnVQbhs, US,nan,,,,,,,,,,,,,,,,
CJKOdzm2-5k, US,nan,,,,,,,,,,,,,,,,
 --HLtgURT6Y, US,nan,,,,,,,,,,,,,,,,
rdtXxrU1410, US,nan,,,,,,,,,,,,,,,,
pwzlNnj_OD0, US,nan,,,,,,,,,,,,,,,,
iICs2qe3OUw, US,nan,,,,,,,,,,,,,,,,
z-eicVUxwPI, US,nan,,,,,,,,,,,,,,,,
lDOlek5FIKE, US,nan,,,,,,,,,,,,,,,,
TFcF_4lw9vQ, US,nan,,,,,,,,,,,,,,,,
RefkvR_GCuc, US,nan,,,,,,,,,,,,,,,,
uACPMlja1pY, US,nan,,,,,,,,,,,,,,,,
ikayRX4LikI, US,nan,,,,,,,,,,,,,,,,
1yVAqHAnyKA, US,nan,,,,,,,,,,,,,,,,
k8mvBxZBp24, US,nan,,,,,,,,,,,,,,,,
AVfEG0i0vBw, US,nan,,,,,,,,,,,,,,,,
xDVpGojsxO4, US,nan,,,,,,,,,,,,,,,,
aF2oebwDACM, US,nan,,,,,,,,,,,,,,,,
KpBAEpvyBE8, US,nan,,,,,,,,,,,,,,,,
RdK72Xpixqo, US,nan,,,,,,,,,,,,,,,,
57aOfb-ApkQ, US,nan,,,,,,,,,,,,,,,,
m4NjAiNogOU, US,nan,,,,,,,,,,,,,,,,
4uPx3w_9eQI, US,nan,,,,,,,,,,,,,,,,
H28VaUHVdCg, US,nan,,,,,,,,,,,,,,,,
iC5YUht8t7c, US,nan,,,,,,,,,,,,,,,,
gNM1WQFRXGo, US,nan,,,,,,,,,,,,,,,,
D83mcszifig, US,nan,,,,,,,,,,,,,,,,
CWFtrv648HQ, US,nan,,,,,,,,,,,,,,,,
kusi3Ll-5ig, US,nan,,,,,,,,,,,,,,,,
x8hhcWdi1IU, US,nan,,,,,,,,,,,,,,,,
TZJFtRsbhdQ, US,nan,,,,,,,,,,,,,,,,
WlqHlB4NN_s, US,nan,,,,,,,,,,,,,,,,
eJRwas1X3ng, US,nan,,,,,,,,,,,,,,,,
ugiJOTH8pW0, US,nan,,,,,,,,,,,,,,,,
1NQ7NXQnfVg, US,nan,,,,,,,,,,,,,,,,
uv6opP9qyMQ, US,nan,,,,,,,,,,,,,,,,
GOEvDi2dZxM, US,nan,,,,,,,,,,,,,,,,
w2GDovVH8r4, US,nan,,,,,,,,,,,,,,,,
b40cPvh0B4U, US,nan,,,,,,,,,,,,,,,,
_HfrxE42db8, US,nan,,,,,,,,,,,,,,,,
plxFXV4Kb6E, US,nan,,,,,,,,,,,,,,,,
rtIUkKKYBFo, US,nan,,,,,,,,,,,,,,,,
yd7IDAi0N_U, US,nan,,,,,,,,,,,,,,,,
pe8bufiZOYk, US,nan,,,,,,,,,,,,,,,,
8na3gaOQDxE, US,nan,,,,,,,,,,,,,,,,
J-BFIpS3IqQ, US,nan,,,,,,,,,,,,,,,,
uie7921T8e8, US,nan,,,,,,,,,,,,,,,,
_68Z9O8x3ug, US,nan,,,,,,,,,,,,,,,,
heRtBQTUnbs, US,nan,,,,,,,,,,,,,,,,
9v3Mgozs9Ww, US,nan,,,,,,,,,,,,,,,,
Ny8dQJmCEYg, US,nan,,,,,,,,,,,,,,,,
F0-wOJaETvM, US,nan,,,,,,,,,,,,,,,,
3Xx5WNy8Soo, US,nan,,,,,,,,,,,,,,,,
GoQ9zskHmEI, US,nan,,,,,,,,,,,,,,,,
7M-mu04Qv3A, US,nan,,,,,,,,,,,,,,,,
JETtmJtLu8M, US,nan,,,,,,,,,,,,,,,,
MfYLNvVjqCc, US,nan,,,,,,,,,,,,,,,,
H_BFLyBoD_c, US,nan,,,,,,,,,,,,,,,,
8DGFc7Lo1qk, US,nan,,,,,,,,,,,,,,,,
TOP-GMW8sVk, US,nan,,,,,,,,,,,,,,,,
HysKO5gRp1s, US,nan,,,,,,,,,,,,,,,,
jHUE2EtISQk, US,nan,,,,,,,,,,,,,,,,
EU5S2DCaVaA, US,nan,,,,,,,,,,,,,,,,
VOeGcJwwRcQ, US,nan,,,,,,,,,,,,,,,,
FEH1Hf648lM, US,nan,,,,,,,,,,,,,,,,
zNMEiJ8LD9E, US,nan,,,,,,,,,,,,,,,,
4lbHgPlJ6ow, US,nan,,,,,,,,,,,,,,,,
4podMOggZhE, US,nan,,,,,,,,,,,,,,,,
X-r2R7SaMpo, US,nan,,,,,,,,,,,,,,,,
7lqwa6dGcuo, US,nan,,,,,,,,,,,,,,,,
ZZM59xtHBXM, US,nan,,,,,,,,,,,,,,,,
pPYKsN1g49c, US,nan,,,,,,,,,,,,,,,,
k0UZwGPugNc, US,nan,,,,,,,,,,,,,,,,
PPLdl7mIMcQ, US,nan,,,,,,,,,,,,,,,,
h3b6jrQ_nRM, US,nan,,,,,,,,,,,,,,,,
IUhOD0elA4o, US,nan,,,,,,,,,,,,,,,,
7ktuzeAd7O0, US,nan,,,,,,,,,,,,,,,,
g0sruJ3lmFg, US,nan,,,,,,,,,,,,,,,,
S1J8N6UKjJw, US,nan,,,,,,,,,,,,,,,,
Ezz3eD6zl0g, US,nan,,,,,,,,,,,,,,,,
XaRsgGR_c7Y, US,nan,,,,,,,,,,,,,,,,
mlIJLqGqCiU, US,nan,,,,,,,,,,,,,,,,
c8ylwZj_PKU, US,nan,,,,,,,,,,,,,,,,
JcQsX7f5k3k, US,nan,,,,,,,,,,,,,,,,
fojHrYjXEEc, US,nan,,,,,,,,,,,,,,,,
LcEDF8B7ujs, US,nan,,,,,,,,,,,,,,,,
IbxvZXOhpCE, US,nan,,,,,,,,,,,,,,,,
PWSkHW17H_A, US,nan,,,,,,,,,,,,,,,,
KIzpWpFtUbo, US,nan,,,,,,,,,,,,,,,,
1XUfJnEKYC8, US,nan,,,,,,,,,,,,,,,,
K5f4fL9r2Zo, US,nan,,,,,,,,,,,,,,,,
pjy1Vh2webM, US,nan,,,,,,,,,,,,,,,,
ffwAULja2no, US,nan,,,,,,,,,,,,,,,,
tRrS33VHhpU, US,nan,,,,,,,,,,,,,,,,
FtR1RggbDe8, US,nan,,,,,,,,,,,,,,,,
KALUmauz_nU, US,nan,,,,,,,,,,,,,,,,
vH1zCAwpg4M, US,nan,,,,,,,,,,,,,,,,
2M7wjqmZVYA, US,nan,,,,,,,,,,,,,,,,
qdQPkeinXdM, US,nan,,,,,,,,,,,,,,,,
Co7XtwxxLac, US,nan,,,,,,,,,,,,,,,,
e_WXzMKOUW4, US,nan,,,,,,,,,,,,,,,,
wCPxpJnQE6Q, US,nan,,,,,,,,,,,,,,,,
kQNBhdw2bJc, US,nan,,,,,,,,,,,,,,,,
yLc9gutz8KQ, US,nan,,,,,,,,,,,,,,,,
Z6fDggp0bvA, US,nan,,,,,,,,,,,,,,,,
AjDkYLJw8yw, US,nan,,,,,,,,,,,,,,,,
vBDX3bljsGw, US,nan,,,,,,,,,,,,,,,,
vyyi1En0QOA, US,nan,,,,,,,,,,,,,,,,
1hdC-uJc9p0, US,nan,,,,,,,,,,,,,,,,
xWuYCOg1mQY, US,nan,,,,,,,,,,,,,,,,
1azOc4CfzQs, US,nan,,,,,,,,,,,,,,,,
IsH_2SY7sEw, US,nan,,,,,,,,,,,,,,,,
rTPwC47p3jo, US,nan,,,,,,,,,,,,,,,,
bSQSDuC3shQ, US,nan,,,,,,,,,,,,,,,,
XUYYSUHle00, US,nan,,,,,,,,,,,,,,,,
2ejTm4wHH5Y, US,nan,,,,,,,,,,,,,,,,
XmANT27gskA, US,nan,,,,,,,,,,,,,,,,
oD04M7jB75s, US,nan,,,,,,,,,,,,,,,,
DQvmA2RAcmc, UY,nan,,,,,,,,,,,,,,,,
PboUgvlmUzA, UY,nan,,,,,,,,,,,,,,,,
OWdoI99lWf0, UY,nan,,,,,,,,,,,,,,,,
2PHrk5Z7Ejw, UY,nan,,,,,,,,,,,,,,,,
 --R19y9CUYI, UY,nan,,,,,,,,,,,,,,,,
2jvHTDU2-MA, UY,nan,,,,,,,,,,,,,,,,
d1mUA8iH_x4, UY,nan,,,,,,,,,,,,,,,,
 -ZlYrCqNuVU, UY,nan,,,,,,,,,,,,,,,,
yQUNfBPn8bY, UY,nan,,,,,,,,,,,,,,,,
etNYC5RndbQ, UY,nan,,,,,,,,,,,,,,,,
1tOvl-vlOVA, UY,nan,,,,,,,,,,,,,,,,
2Vi8-QbLqWY, UY,nan,,,,,,,,,,,,,,,,
aA2RZWwq8aE, UY,nan,,,,,,,,,,,,,,,,
n3jAzKX6IO8, UY,nan,,,,,,,,,,,,,,,,
jpr5MnVQbhs, UY,nan,,,,,,,,,,,,,,,,
CJKOdzm2-5k, UY,nan,,,,,,,,,,,,,,,,
 --HLtgURT6Y, UY,nan,,,,,,,,,,,,,,,,
rdtXxrU1410, UY,nan,,,,,,,,,,,,,,,,
pwzlNnj_OD0, UY,nan,,,,,,,,,,,,,,,,
iICs2qe3OUw, UY,nan,,,,,,,,,,,,,,,,
z-eicVUxwPI, UY,nan,,,,,,,,,,,,,,,,
lDOlek5FIKE, UY,nan,,,,,,,,,,,,,,,,
TFcF_4lw9vQ, UY,nan,,,,,,,,,,,,,,,,
RefkvR_GCuc, UY,nan,,,,,,,,,,,,,,,,
uACPMlja1pY, UY,nan,,,,,,,,,,,,,,,,
ikayRX4LikI, UY,nan,,,,,,,,,,,,,,,,
1yVAqHAnyKA, UY,nan,,,,,,,,,,,,,,,,
k8mvBxZBp24, UY,nan,,,,,,,,,,,,,,,,
AVfEG0i0vBw, UY,nan,,,,,,,,,,,,,,,,
xDVpGojsxO4, UY,nan,,,,,,,,,,,,,,,,
aF2oebwDACM, UY,nan,,,,,,,,,,,,,,,,
KpBAEpvyBE8, UY,nan,,,,,,,,,,,,,,,,
RdK72Xpixqo, UY,nan,,,,,,,,,,,,,,,,
m4NjAiNogOU, UY,nan,,,,,,,,,,,,,,,,
4uPx3w_9eQI, UY,nan,,,,,,,,,,,,,,,,
H28VaUHVdCg, UY,nan,,,,,,,,,,,,,,,,
iC5YUht8t7c, UY,nan,,,,,,,,,,,,,,,,
gNM1WQFRXGo, UY,nan,,,,,,,,,,,,,,,,
D83mcszifig, UY,nan,,,,,,,,,,,,,,,,
CWFtrv648HQ, UY,nan,,,,,,,,,,,,,,,,
kusi3Ll-5ig, UY,nan,,,,,,,,,,,,,,,,
x8hhcWdi1IU, UY,nan,,,,,,,,,,,,,,,,
TZJFtRsbhdQ, UY,nan,,,,,,,,,,,,,,,,
WlqHlB4NN_s, UY,nan,,,,,,,,,,,,,,,,
eJRwas1X3ng, UY,nan,,,,,,,,,,,,,,,,
ugiJOTH8pW0, UY,nan,,,,,,,,,,,,,,,,
1NQ7NXQnfVg, UY,nan,,,,,,,,,,,,,,,,
uv6opP9qyMQ, UY,nan,,,,,,,,,,,,,,,,
GOEvDi2dZxM, UY,nan,,,,,,,,,,,,,,,,
w2GDovVH8r4, UY,nan,,,,,,,,,,,,,,,,
b40cPvh0B4U, UY,nan,,,,,,,,,,,,,,,,
_HfrxE42db8, UY,nan,,,,,,,,,,,,,,,,
plxFXV4Kb6E, UY,nan,,,,,,,,,,,,,,,,
rtIUkKKYBFo, UY,nan,,,,,,,,,,,,,,,,
yd7IDAi0N_U, UY,nan,,,,,,,,,,,,,,,,
pe8bufiZOYk, UY,nan,,,,,,,,,,,,,,,,
8na3gaOQDxE, UY,nan,,,,,,,,,,,,,,,,
